Club,League,Игрок,М,Мин,З,ВнЗ,Г,Пен,П,Г+П,ЖК,КК
Рубин,Россия. Премьер-лига 2018/2019,Игорь Коновалов,27.0,2355,2,0,1,0,4,5,7,0
Рубин,Россия. Премьер-лига 2018/2019,Павел Могилевец,27.0,1742,5,9,0,0,1,1,4,0
Рубин,Россия. Премьер-лига 2018/2019,Руслан Камболов,27.0,2214,5,2,0,0,0,0,7,0
Рубин,Россия. Премьер-лига 2018/2019,Хорен Байрамян,24.0,1828,7,4,2,0,3,5,4,0
Рубин,Россия. Премьер-лига 2018/2019,Филип Уремович,23.0,1937,2,1,1,0,0,1,7,0
Рубин,Россия. Премьер-лига 2018/2019,Александр Бухаров,21.0,766,5,15,0,0,1,1,3,0
Рубин,Россия. Премьер-лига 2018/2019,Вячеслав Подберезкин,21.0,1300,12,4,1,0,0,1,4,1
Рубин,Россия. Премьер-лига 2018/2019,Виталий Устинов,20.0,1549,2,3,0,0,1,1,3,0
Рубин,Россия. Премьер-лига 2018/2019,Сесар Навас,17.0,1530,0,0,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2018/2019,Ибрагим Цаллагов,16.0,1440,0,0,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2018/2019,Владимир Гранат,14.0,1173,1,1,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2018/2019,Сердар Азмун,14.0,1149,5,0,4,0,4,8,4,0
Рубин,Россия. Премьер-лига 2018/2019,Артур Сагитов,13.0,485,4,9,1,0,0,1,2,0
Рубин,Россия. Премьер-лига 2018/2019,Евгений Башкиров,12.0,824,3,3,1,0,0,1,2,0
Рубин,Россия. Премьер-лига 2018/2019,Данил Степанов,10.0,682,2,3,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2018/2019,Федор Кудряшов,9.0,689,1,1,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2018/2019,Чико,8.0,676,1,0,0,0,1,1,1,0
Рубин,Россия. Премьер-лига 2018/2019,Игорь Калинин,6.0,434,1,1,1,0,2,3,1,0
Рубин,Россия. Премьер-лига 2018/2019,Роман Акбашев,5.0,210,2,3,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2018/2019,Владислав Пантелеев,4.0,54,0,4,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2018/2019,Реза Шекари,3.0,78,0,3,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2018/2019,Раиль Абдуллин,1.0,63,1,0,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2018/2019,Всего,,27038,76,76,23,1,18,41,67,2
Рубин,Россия. Премьер-лига 2017/2018,Владимир Гранат,27.0,2420,1,1,0,0,0,0,10,0
Рубин,Россия. Премьер-лига 2017/2018,Сердар Азмун,26.0,1437,8,13,5,0,5,10,4,0
Рубин,Россия. Премьер-лига 2017/2018,Федор Кудряшов,26.0,2327,2,0,0,0,1,1,7,0
Рубин,Россия. Премьер-лига 2017/2018,Гекдениз Карадениз,21.0,1031,5,11,2,0,6,8,2,0
Рубин,Россия. Премьер-лига 2017/2018,Рифат Жемалетдинов,21.0,947,9,10,2,1,1,3,0,0
Рубин,Россия. Премьер-лига 2017/2018,Руслан Камболов,20.0,1576,3,2,0,0,1,1,3,0
Рубин,Россия. Премьер-лига 2017/2018,Магомед Оздоев,19.0,1640,3,0,1,0,3,4,3,0
Рубин,Россия. Премьер-лига 2017/2018,Янн Мвила,19.0,1700,1,0,2,0,0,2,3,0
Рубин,Россия. Премьер-лига 2017/2018,Егор Сорокин,17.0,1092,1,6,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2017/2018,Сесар Навас,17.0,1441,1,0,0,0,0,0,2,1
Рубин,Россия. Премьер-лига 2017/2018,Моритц Бауэр,16.0,1396,0,1,0,0,0,0,4,0
Рубин,Россия. Премьер-лига 2017/2018,Максим Канунников,15.0,1170,7,1,2,0,0,2,0,0
Рубин,Россия. Премьер-лига 2017/2018,Эльмир Набиуллин,14.0,1241,2,0,1,0,0,1,3,0
Рубин,Россия. Премьер-лига 2017/2018,Рагнар Сигурдссон,12.0,972,2,1,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2017/2018,Олег Кузьмин,11.0,781,1,2,1,0,0,1,4,0
Рубин,Россия. Премьер-лига 2017/2018,Кристиан Нобоа,10.0,900,0,0,2,0,3,5,1,0
Рубин,Россия. Премьер-лига 2017/2018,Максим Лестьенн,10.0,360,4,6,2,0,1,3,0,0
Рубин,Россия. Премьер-лига 2017/2018,Мийо Цакташ,10.0,535,5,4,2,1,0,2,1,0
Рубин,Россия. Премьер-лига 2017/2018,Ивелин Попов,9.0,787,2,0,4,0,1,5,1,0
Рубин,Россия. Премьер-лига 2017/2018,Павел Могилевец,8.0,631,2,1,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2017/2018,Вячеслав Подберезкин,7.0,569,4,0,1,0,0,1,1,0
Рубин,Россия. Премьер-лига 2017/2018,Игорь Коновалов,7.0,504,2,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2017/2018,Александр Сонг,6.0,233,0,4,1,0,0,1,0,0
Рубин,Россия. Премьер-лига 2017/2018,Габриэл Энаке,5.0,450,0,0,0,0,1,1,1,0
Рубин,Россия. Премьер-лига 2017/2018,Жонатас,5.0,296,1,1,4,0,0,4,0,1
Рубин,Россия. Премьер-лига 2017/2018,Рубен Рочина,4.0,214,2,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2017/2018,Ильзат Ахметов,3.0,110,2,2,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2017/2018,Виталий Устинов,2.0,97,0,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2017/2018,Реза Шекари,2.0,30,0,2,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2017/2018,Серхио Санчес,1.0,46,1,0,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2017/2018,Тарас Бурлак,1.0,90,0,0,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2017/2018,Всего,,27023,71,71,32,2,23,55,56,2
Рубин,Россия. Премьер-лига 2016/2017,Жонатас,26.0,2007,5,3,9,1,3,12,3,0
Рубин,Россия. Премьер-лига 2016/2017,Эльмир Набиуллин,24.0,2110,3,0,1,0,1,2,5,1
Рубин,Россия. Премьер-лига 2016/2017,Рифат Жемалетдинов,23.0,1182,5,11,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2016/2017,Рубен Рочина,23.0,1302,14,7,2,0,5,7,2,0
Рубин,Россия. Премьер-лига 2016/2017,Денис Ткачук,22.0,1532,7,5,2,0,3,5,1,0
Рубин,Россия. Премьер-лига 2016/2017,Максим Канунников,22.0,1849,5,0,7,0,1,8,3,1
Рубин,Россия. Премьер-лига 2016/2017,Тарас Бурлак,22.0,1833,1,1,0,0,1,1,2,0
Рубин,Россия. Премьер-лига 2016/2017,Карлос Самбрано,21.0,1781,0,1,0,0,1,1,4,1
Рубин,Россия. Премьер-лига 2016/2017,Моритц Бауэр,21.0,1649,5,2,0,0,4,4,4,0
Рубин,Россия. Премьер-лига 2016/2017,Янн Мвила,21.0,1721,3,2,1,0,1,2,2,0
Рубин,Россия. Премьер-лига 2016/2017,Серхио Санчес,20.0,1737,0,1,0,0,0,0,8,0
Рубин,Россия. Премьер-лига 2016/2017,Руслан Камболов,19.0,1450,4,3,1,0,0,1,5,0
Рубин,Россия. Премьер-лига 2016/2017,Мийо Цакташ,17.0,1176,2,4,2,1,1,3,3,2
Рубин,Россия. Премьер-лига 2016/2017,Александр Сонг,16.0,1078,4,4,0,0,2,2,1,1
Рубин,Россия. Премьер-лига 2016/2017,Максим Лестьенн,13.0,623,3,8,3,1,1,4,2,0
Рубин,Россия. Премьер-лига 2016/2017,Саму,13.0,716,6,6,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2016/2017,Ильзат Ахметов,12.0,602,7,3,0,0,3,3,1,0
Рубин,Россия. Премьер-лига 2016/2017,Магомед Оздоев,10.0,614,4,3,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2016/2017,Гекдениз Карадениз,9.0,417,1,5,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2016/2017,Марко Девич,8.0,242,1,7,1,0,0,1,1,0
Рубин,Россия. Премьер-лига 2016/2017,Виталий Устинов,7.0,465,2,2,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2016/2017,Олег Кузьмин,5.0,415,1,0,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2016/2017,Эмиль Бергстрем,4.0,274,0,1,0,0,1,1,0,0
Рубин,Россия. Премьер-лига 2016/2017,Георгий Махатадзе,3.0,36,0,3,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2016/2017,Игорь Портнягин,2.0,101,0,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2016/2017,Всего,,26912,83,83,29,3,28,57,50,6
Рубин,Россия. Премьер-лига 2015/2016,Максим Канунников,30.0,2666,3,0,4,0,2,6,3,0
Рубин,Россия. Премьер-лига 2015/2016,Магомед Оздоев,29.0,2540,2,1,2,0,2,4,3,0
Рубин,Россия. Премьер-лига 2015/2016,Соломон Кверквелия,29.0,2584,0,0,1,0,0,1,2,1
Рубин,Россия. Премьер-лига 2015/2016,Руслан Камболов,27.0,2138,3,3,0,0,2,2,5,1
Рубин,Россия. Премьер-лига 2015/2016,Игорь Портнягин,24.0,1446,9,9,4,0,3,7,1,0
Рубин,Россия. Премьер-лига 2015/2016,Гильермо Котуньо,23.0,1724,4,3,0,0,1,1,2,0
Рубин,Россия. Премьер-лига 2015/2016,Гекдениз Карадениз,22.0,1561,6,5,5,0,2,7,1,0
Рубин,Россия. Премьер-лига 2015/2016,Олег Кузьмин,21.0,1784,4,0,2,0,1,3,7,2
Рубин,Россия. Премьер-лига 2015/2016,Марко Девич,19.0,1080,6,8,7,2,2,9,1,0
Рубин,Россия. Премьер-лига 2015/2016,Сергей Кисляк,17.0,1164,6,3,1,0,0,1,3,0
Рубин,Россия. Премьер-лига 2015/2016,Карлос Эдуардо,16.0,936,5,6,1,0,4,5,1,0
Рубин,Россия. Премьер-лига 2015/2016,Эльмир Набиуллин,16.0,1290,5,1,1,0,2,3,4,0
Рубин,Россия. Премьер-лига 2015/2016,Благой Георгиев,15.0,1228,1,1,0,0,1,1,3,1
Рубин,Россия. Премьер-лига 2015/2016,Владимир Дядюн,14.0,410,2,11,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2015/2016,Динияр Билялетдинов,14.0,772,6,6,2,0,1,3,1,0
Рубин,Россия. Премьер-лига 2015/2016,Эмиль Бергстрем,12.0,1080,0,0,1,0,0,1,1,0
Рубин,Россия. Премьер-лига 2015/2016,Мийо Цакташ,11.0,692,3,3,1,1,2,3,1,0
Рубин,Россия. Премьер-лига 2015/2016,Денис Ткачук,10.0,603,4,3,1,0,0,1,1,0
Рубин,Россия. Премьер-лига 2015/2016,Виталий Устинов,8.0,413,3,4,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2015/2016,Алишер Джалилов,4.0,80,1,3,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2015/2016,Маурисио Лемос,4.0,272,2,0,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2015/2016,Андрей Пилявский,3.0,147,1,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2015/2016,Ильзат Ахметов,3.0,52,0,3,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2015/2016,Максим Батов,3.0,203,0,1,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2015/2016,Альберт Шарипов,1.0,5,0,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2015/2016,Рамиль Шейдаев,1.0,46,1,0,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2015/2016,Всего,,26916,77,76,33,3,25,58,45,5
Рубин,Россия. Премьер-лига 2014/2015,Магомед Оздоев,29.0,2470,3,2,6,0,1,7,7,0
Рубин,Россия. Премьер-лига 2014/2015,Соломон Кверквелия,29.0,2610,0,0,1,0,3,4,8,0
Рубин,Россия. Премьер-лига 2014/2015,Олег Кузьмин,27.0,2405,1,0,0,0,3,3,12,0
Рубин,Россия. Премьер-лига 2014/2015,Игорь Портнягин,26.0,2023,9,2,11,0,3,14,2,0
Рубин,Россия. Премьер-лига 2014/2015,Максим Канунников,26.0,1990,10,4,5,0,5,10,2,0
Рубин,Россия. Премьер-лига 2014/2015,Эльмир Набиуллин,25.0,2089,4,1,1,0,5,6,3,0
Рубин,Россия. Премьер-лига 2014/2015,Благой Георгиев,22.0,1917,1,0,1,0,2,3,11,0
Рубин,Россия. Премьер-лига 2014/2015,Владимир Дядюн,22.0,1251,10,8,2,0,1,3,1,0
Рубин,Россия. Премьер-лига 2014/2015,Карлос Эдуардо,22.0,1696,5,3,3,0,3,6,2,0
Рубин,Россия. Премьер-лига 2014/2015,Сесар Навас,22.0,1929,0,1,0,0,0,0,6,0
Рубин,Россия. Премьер-лига 2014/2015,Гекдениз Карадениз,21.0,1755,6,1,7,2,3,10,6,0
Рубин,Россия. Премьер-лига 2014/2015,Руслан Камболов,19.0,1327,2,5,0,0,0,0,4,0
Рубин,Россия. Премьер-лига 2014/2015,Сергей Кисляк,15.0,633,4,8,0,0,1,1,2,0
Рубин,Россия. Премьер-лига 2014/2015,Сердар Азмун,13.0,536,2,9,1,0,1,2,2,0
Рубин,Россия. Премьер-лига 2014/2015,Марко Ливая,11.0,333,5,6,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2014/2015,Гильермо Котуньо,10.0,767,2,1,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2014/2015,Ильзат Ахметов,9.0,192,0,9,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2014/2015,Павел Могилевец,5.0,421,2,0,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2014/2015,Мамука Кобахидзе,4.0,260,1,1,0,0,1,1,0,0
Рубин,Россия. Премьер-лига 2014/2015,Марко Девич,3.0,64,0,3,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2014/2015,Мубарак Вакасо,2.0,116,0,1,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2014/2015,Тарас Бурлак,2.0,180,0,0,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2014/2015,Виталий Устинов,1.0,12,0,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2014/2015,Дмитрий Отставнов,1.0,90,0,0,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2014/2015,Егор Сорокин,1.0,1,0,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2014/2015,Всего,,27067,67,67,38,2,32,70,73,–
Рубин,Россия. Премьер-лига 2013/2014,Сесар Навас,29.0,2610,0,0,1,0,0,1,6,0
Рубин,Россия. Премьер-лига 2013/2014,Олег Кузьмин,27.0,2355,0,1,1,0,2,3,5,0
Рубин,Россия. Премьер-лига 2013/2014,Роман Еременко,27.0,1776,7,9,3,2,5,8,4,0
Рубин,Россия. Премьер-лига 2013/2014,Владислав Кулик,22.0,1427,4,7,0,0,1,1,3,0
Рубин,Россия. Премьер-лига 2013/2014,Гекдениз Карадениз,21.0,1762,4,1,3,0,2,5,3,0
Рубин,Россия. Премьер-лига 2013/2014,Бибрас Натхо,19.0,1583,3,1,1,0,2,3,1,0
Рубин,Россия. Премьер-лига 2013/2014,Дмитрий Торбинский,19.0,1139,13,4,1,0,2,3,3,0
Рубин,Россия. Премьер-лига 2013/2014,Янн Мвила,19.0,1614,4,0,0,0,3,3,4,0
Рубин,Россия. Премьер-лига 2013/2014,Соломон Кверквелия,18.0,1294,0,4,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2013/2014,Александр Прудников,17.0,605,4,11,3,0,1,4,2,0
Рубин,Россия. Премьер-лига 2013/2014,Иван Маркано,17.0,1508,1,0,0,0,0,0,0,1
Рубин,Россия. Премьер-лига 2013/2014,Александр Рязанцев,15.0,1012,4,3,2,0,0,2,1,2
Рубин,Россия. Премьер-лига 2013/2014,Мубарак Вакасо,14.0,692,6,6,2,0,2,4,4,0
Рубин,Россия. Премьер-лига 2013/2014,Сердар Азмун,14.0,800,7,5,4,0,2,6,2,0
Рубин,Россия. Премьер-лига 2013/2014,Сергей Кисляк,13.0,942,2,2,1,0,1,2,5,0
Рубин,Россия. Премьер-лига 2013/2014,Марко Девич,11.0,936,5,0,3,0,1,4,1,0
