Club,League,Игрок,М,Мин,З,ВнЗ,Г,Пен,П,Г+П,ЖК,КК
Рома,Италия. Серия А 2010/2011,Джанлука Капрари,2.0,26,0,2,0,0,0,0,0,0
Рома,Италия. Серия А 2010/2011,Алессандро Флоренци,1.0,4,0,1,0,0,0,0,0,0
Рома,Италия. Серия А 2010/2011,Всего,,34086,111,110,57,11,33,90,80,8
Рома,Италия. Серия А 2009/2010,Йон-Арне Риисе,36.0,3085,1,2,5,0,0,5,4,0
Рома,Италия. Серия А 2009/2010,Мирко Вучинич,34.0,2555,19,2,14,2,0,14,3,0
Рома,Италия. Серия А 2009/2010,Даниэле де Росси,33.0,2809,5,0,7,0,0,7,8,0
Рома,Италия. Серия А 2009/2010,Николас Бурдиссо,33.0,2889,0,1,2,0,0,2,5,0
Рома,Италия. Серия А 2009/2010,Родриго Таддеи,33.0,2252,8,8,2,0,0,2,5,1
Рома,Италия. Серия А 2009/2010,Симоне Перротта,32.0,2705,5,1,5,0,0,5,9,0
Рома,Италия. Серия А 2009/2010,Давид Писарро,31.0,2748,4,0,2,1,0,2,6,1
Рома,Италия. Серия А 2009/2010,Жуан,29.0,2505,3,1,0,0,0,0,5,0
Рома,Италия. Серия А 2009/2010,Марко Кассетти,29.0,2335,5,3,2,0,0,2,7,0
Рома,Италия. Серия А 2009/2010,Маттео Бриги,24.0,1356,5,9,4,0,0,4,1,0
Рома,Италия. Серия А 2009/2010,Жереми Менез,23.0,1394,15,5,1,0,0,1,10,0
Рома,Италия. Серия А 2009/2010,Жулио Баптиста,23.0,653,4,19,3,1,0,3,1,0
Рома,Италия. Серия А 2009/2010,Франческо Тотти,23.0,1804,7,2,14,5,0,14,6,0
Рома,Италия. Серия А 2009/2010,Филипп Мексес,19.0,1401,2,3,1,0,0,1,4,0
Рома,Италия. Серия А 2009/2010,Марко Мотта,16.0,1102,7,3,0,0,0,0,2,0
Рома,Италия. Серия А 2009/2010,Лука Тони,15.0,936,4,5,5,0,0,5,2,0
Рома,Италия. Серия А 2009/2010,Алессио Черчи,9.0,269,2,7,0,0,0,0,2,0
Рома,Италия. Серия А 2009/2010,Марко Андреолли,8.0,438,1,4,0,0,0,0,2,0
Рома,Италия. Серия А 2009/2010,Рикардо Фати,8.0,321,2,6,0,0,0,0,2,0
Рома,Италия. Серия А 2009/2010,Стефано Окака Чука,7.0,132,1,7,1,0,0,1,2,0
Рома,Италия. Серия А 2009/2010,Стефано Губерти,6.0,321,1,3,0,0,0,0,1,0
Рома,Италия. Серия А 2009/2010,Макс Тонетто,4.0,84,0,4,0,0,0,0,0,0
Рома,Италия. Серия А 2009/2010,Адриан Пиц,2.0,44,0,2,0,0,0,0,0,0
Рома,Италия. Серия А 2009/2010,Сисиньо,2.0,38,0,2,0,0,0,0,0,0
Рома,Италия. Серия А 2009/2010,Стефано Петтинари,1.0,4,0,1,0,0,0,0,0,0
Рома,Италия. Серия А 2009/2010,Всего,,34180,101,100,68,9,–,68,87,2
Рома,Италия. Серия А 2008/2009,Маттео Бриги,35.0,2894,5,3,3,0,0,3,2,1
Рома,Италия. Серия А 2008/2009,Даниэле де Росси,33.0,2875,1,0,3,0,0,3,8,2
Рома,Италия. Серия А 2008/2009,Йон-Арне Риисе,31.0,2666,2,1,2,0,0,2,4,0
Рома,Италия. Серия А 2008/2009,Жереми Менез,29.0,1302,11,17,4,0,0,4,3,0
Рома,Италия. Серия А 2008/2009,Филипп Мексес,29.0,2513,2,0,2,0,0,2,8,2
Рома,Италия. Серия А 2008/2009,Родриго Таддеи,28.0,1771,14,5,1,0,0,1,4,1
Рома,Италия. Серия А 2008/2009,Жулио Баптиста,27.0,2089,7,4,9,1,0,9,1,0
Рома,Италия. Серия А 2008/2009,Мирко Вучинич,27.0,2095,13,3,11,0,0,11,6,0
Рома,Италия. Серия А 2008/2009,Давид Писарро,25.0,1830,5,4,2,0,0,2,9,1
Рома,Италия. Серия А 2008/2009,Симоне Перротта,25.0,1825,9,3,5,0,0,5,4,2
Рома,Италия. Серия А 2008/2009,Франческо Тотти,23.0,1868,11,1,13,5,0,13,3,0
Рома,Италия. Серия А 2008/2009,Кристиан Пануччи,22.0,1848,2,1,3,0,0,3,3,2
Рома,Италия. Серия А 2008/2009,Сисиньо,22.0,1447,5,6,1,0,0,1,4,0
Рома,Италия. Серия А 2008/2009,Жуан,21.0,1683,4,1,2,0,0,2,0,0
Рома,Италия. Серия А 2008/2009,Марко Кассетти,20.0,1160,4,7,0,0,0,0,2,0
Рома,Италия. Серия А 2008/2009,Альберто Аквилани,14.0,759,2,7,2,0,0,2,3,0
Рома,Италия. Серия А 2008/2009,Макс Тонетто,14.0,949,1,4,0,0,0,0,2,0
Рома,Италия. Серия А 2008/2009,Марко Мотта,13.0,1065,1,2,0,0,0,0,3,1
Рома,Италия. Серия А 2008/2009,Винченцо Монтелла,12.0,167,0,12,0,0,0,0,0,0
Рома,Италия. Серия А 2008/2009,Симоне Лория,9.0,515,2,3,1,0,0,1,2,0
Рома,Италия. Серия А 2008/2009,Стефано Окака Чука,9.0,263,1,7,0,0,0,0,0,0
Рома,Италия. Серия А 2008/2009,Сулейман Диамутен,4.0,247,0,2,0,0,0,0,2,0
Рома,Италия. Серия А 2008/2009,Филипе Рибейро,4.0,138,0,3,0,0,0,0,0,0
Рома,Италия. Серия А 2008/2009,Марко Д'Алессандро,3.0,68,0,3,0,0,0,0,0,0
Рома,Италия. Серия А 2008/2009,Адриан Стоян,1.0,1,0,1,0,0,0,0,0,0
Рома,Италия. Серия А 2008/2009,Алессандро Крешенци,1.0,12,0,1,0,0,0,0,0,0
Рома,Италия. Серия А 2008/2009,Валерио Вирга,1.0,24,0,1,0,0,0,0,1,0
Рома,Италия. Серия А 2008/2009,Всего,,34074,102,102,64,6,–,64,74,12
Рома,Италия. Серия А 2007/2008,Макс Тонетто,35.0,2954,5,2,1,0,0,1,4,0
Рома,Италия. Серия А 2007/2008,Даниэле де Росси,34.0,3046,2,0,5,2,0,5,13,0
Рома,Италия. Серия А 2007/2008,Мирко Вучинич,33.0,2247,11,9,9,0,0,9,5,0
Рома,Италия. Серия А 2007/2008,Людовик Жюли,32.0,1621,11,15,6,0,0,6,1,1
Рома,Италия. Серия А 2007/2008,Алессандро Мансини,31.0,2206,19,4,8,0,0,8,5,0
Рома,Италия. Серия А 2007/2008,Давид Писарро,31.0,2442,9,3,3,1,0,3,5,0
Рома,Италия. Серия А 2007/2008,Филипп Мексес,31.0,2658,2,1,1,0,0,1,8,1
Рома,Италия. Серия А 2007/2008,Сисиньо,30.0,1775,3,12,2,0,0,2,3,1
Рома,Италия. Серия А 2007/2008,Симоне Перротта,29.0,2072,10,4,5,0,0,5,2,1
Рома,Италия. Серия А 2007/2008,Кристиан Пануччи,27.0,1955,2,6,5,0,0,5,5,0
Рома,Италия. Серия А 2007/2008,Марко Кассетти,27.0,1949,4,6,0,0,0,0,6,0
Рома,Италия. Серия А 2007/2008,Родриго Таддеи,26.0,1945,17,1,6,0,0,6,6,0
Рома,Италия. Серия А 2007/2008,Франческо Тотти,25.0,2093,9,0,14,3,0,14,2,0
Рома,Италия. Серия А 2007/2008,Маттео Бриги,24.0,742,3,18,1,0,0,1,2,0
Рома,Италия. Серия А 2007/2008,Жуан,22.0,1692,1,3,2,0,0,2,2,1
Рома,Италия. Серия А 2007/2008,Альберто Аквилани,21.0,1157,3,10,3,0,0,3,4,0
Рома,Италия. Серия А 2007/2008,Маттео Феррари,16.0,1440,0,0,0,0,0,0,4,0
Рома,Италия. Серия А 2007/2008,Мауро Эспозито,8.0,99,0,8,0,0,0,0,0,0
Рома,Италия. Серия А 2007/2008,Антунеш,5.0,68,0,5,0,0,0,0,0,0
Рома,Италия. Серия А 2007/2008,Ахмед Баруссо,3.0,28,0,3,0,0,0,0,1,0
Рома,Италия. Серия А 2007/2008,Эдгар Альварес,1.0,6,0,1,0,0,0,0,0,0
Рома,Италия. Серия А 2007/2008,Всего,,34195,111,111,71,6,–,71,78,5
Рома,Италия. Серия А 2006/2007,Даниэле де Росси,36.0,3016,2,2,2,0,0,2,7,0
Рома,Италия. Серия А 2006/2007,Франческо Тотти,35.0,3017,13,0,26,5,0,26,2,1
Рома,Италия. Серия А 2006/2007,Кристиан Пануччи,34.0,2725,6,4,5,0,0,5,6,0
Рома,Италия. Серия А 2006/2007,Симоне Перротта,34.0,2762,12,2,8,0,0,8,5,0
Рома,Италия. Серия А 2006/2007,Давид Писарро,32.0,2714,3,2,1,0,0,1,8,0
Рома,Италия. Серия А 2006/2007,Макс Тонетто,30.0,2345,8,3,0,0,0,0,2,0
Рома,Италия. Серия А 2006/2007,Алессандро Мансини,29.0,2100,17,4,8,0,0,8,4,0
Рома,Италия. Серия А 2006/2007,Родриго Таддеи,29.0,2316,6,4,5,0,0,5,1,0
Рома,Италия. Серия А 2006/2007,Марко Кассетти,28.0,1661,5,10,2,0,0,2,7,0
Рома,Италия. Серия А 2006/2007,Маттео Феррари,27.0,2131,2,3,2,0,0,2,6,1
Рома,Италия. Серия А 2006/2007,Филипп Мексес,27.0,2417,1,0,3,0,0,3,10,0
Рома,Италия. Серия А 2006/2007,Кристиан Киву,26.0,2306,3,0,0,0,0,0,5,0
Рома,Италия. Серия А 2006/2007,Мирко Вучинич,25.0,713,2,20,2,0,0,2,2,0
Рома,Италия. Серия А 2006/2007,Алеандро Рози,19.0,625,3,14,2,0,0,2,3,0
Рома,Италия. Серия А 2006/2007,Кристиан Вильхельмссон,19.0,1015,9,7,1,0,0,1,3,0
Рома,Италия. Серия А 2006/2007,Франческо Тавано,14.0,660,3,7,2,0,0,2,0,0
Рома,Италия. Серия А 2006/2007,Альберто Аквилани,13.0,765,7,4,1,0,0,1,3,0
Рома,Италия. Серия А 2006/2007,Винченцо Монтелла,12.0,550,4,7,3,0,0,3,2,0
Рома,Италия. Серия А 2006/2007,Рикардо Фати,11.0,314,3,8,0,0,0,0,2,0
Рома,Италия. Серия А 2006/2007,Стефано Окака Чука,6.0,42,0,6,1,0,0,1,1,0
Рома,Италия. Серия А 2006/2007,Валерио Вирга,4.0,116,1,3,0,0,0,0,0,0
Рома,Италия. Серия А 2006/2007,Всего,,34310,110,110,74,5,–,74,79,2
Рома,Италия. Серия А 2005/2006,Родриго Таддеи,38.0,3303,19,0,8,0,0,8,3,0
Рома,Италия. Серия А 2005/2006,Кристиан Пануччи,36.0,3214,3,0,3,0,0,3,4,0
Рома,Италия. Серия А 2005/2006,Симоне Перротта,35.0,3033,9,0,5,0,0,5,5,0
Рома,Италия. Серия А 2005/2006,Даниэле де Росси,34.0,2964,5,0,6,0,0,6,10,0
Рома,Италия. Серия А 2005/2006,Леандро Куфре,28.0,2272,5,2,1,0,0,1,3,0
Рома,Италия. Серия А 2005/2006,Алессандро Мансини,27.0,2204,7,2,12,3,0,12,5,0
Рома,Италия. Серия А 2005/2006,Дамиано Томмази,27.0,1392,5,13,2,0,0,2,1,0
Рома,Италия. Серия А 2005/2006,Кристиан Киву,27.0,2382,1,0,2,1,0,2,4,2
Рома,Италия. Серия А 2005/2006,Филипп Мексес,27.0,2122,2,3,3,0,0,3,4,2
Рома,Италия. Серия А 2005/2006,Оливье Дакур,26.0,1198,11,12,1,0,0,1,8,0
Рома,Италия. Серия А 2005/2006,Альберто Аквилани,24.0,1740,9,4,3,0,0,3,8,0
Рома,Италия. Серия А 2005/2006,Франческо Тотти,24.0,2037,6,1,15,5,0,15,3,1
Рома,Италия. Серия А 2005/2006,Чезаре Бово,22.0,1579,2,5,1,0,0,1,4,1
Рома,Италия. Серия А 2005/2006,Сэмюэл Куффур,20.0,1591,2,2,0,0,0,0,2,0
Рома,Италия. Серия А 2005/2006,Эдгар Альварес,19.0,425,3,16,0,0,0,0,0,0
Рома,Италия. Серия А 2005/2006,Алеандро Рози,17.0,550,4,12,0,0,0,0,2,0
Рома,Италия. Серия А 2005/2006,Шабани Нонда,15.0,659,0,11,3,0,0,3,1,0
Рома,Италия. Серия А 2005/2006,Винченцо Монтелла,12.0,736,8,3,1,0,0,1,1,0
Рома,Италия. Серия А 2005/2006,Хуссин Харджа,12.0,241,1,10,1,0,0,1,1,0
Рома,Италия. Серия А 2005/2006,Стефано Окака Чука,9.0,261,1,7,0,0,0,0,0,0
Рома,Италия. Серия А 2005/2006,Антонио Кассано,5.0,357,3,1,2,0,0,2,0,0
Рома,Италия. Серия А 2005/2006,Алессио Черчи,1.0,8,0,1,0,0,0,0,0,0
Рома,Италия. Серия А 2005/2006,Леандро Греко,1.0,1,0,1,0,0,0,0,0,0
Рома,Италия. Серия А 2005/2006,Всего,,34269,106,106,69,9,–,69,69,6
Рубин,Россия. Премьер-лига 2020/2021,Карл Старфельт,28.0,2507,1,0,3,0,0,3,1,0
Рубин,Россия. Премьер-лига 2020/2021,Денис Макаров,27.0,1860,9,8,7,0,1,8,7,1
Рубин,Россия. Премьер-лига 2020/2021,Оливер Абильгор,27.0,2411,0,0,0,0,1,1,7,1
Рубин,Россия. Премьер-лига 2020/2021,Солтмурад Бакаев,27.0,1179,16,12,2,0,5,7,4,0
Рубин,Россия. Премьер-лига 2020/2021,Джордже Деспотович,25.0,1905,5,5,13,3,3,16,6,0
Рубин,Россия. Премьер-лига 2020/2021,Дарко Евтич,24.0,1738,10,3,3,0,3,6,3,1
Рубин,Россия. Премьер-лига 2020/2021,Филип Уремович,24.0,1996,2,2,0,0,0,0,8,0
Рубин,Россия. Премьер-лига 2020/2021,Александр Зуев,23.0,1115,9,10,0,0,0,0,7,0
Рубин,Россия. Премьер-лига 2020/2021,Илья Самошников,23.0,1744,2,3,2,0,0,2,6,1
Рубин,Россия. Премьер-лига 2020/2021,Хвича Кварацхелия,23.0,1753,9,3,4,0,4,8,6,0
Рубин,Россия. Премьер-лига 2020/2021,Олег Шатов,20.0,1411,8,4,1,1,3,4,4,0
Рубин,Россия. Премьер-лига 2020/2021,Хван Ин Бом,18.0,1267,4,5,3,0,2,5,3,1
Рубин,Россия. Премьер-лига 2020/2021,Сильвие Бегич,17.0,1362,1,3,0,0,0,0,4,1
Рубин,Россия. Премьер-лига 2020/2021,Георгий Зотов,16.0,1266,1,2,0,0,1,1,6,0
Рубин,Россия. Премьер-лига 2020/2021,Иван Игнатьев,16.0,691,7,8,2,2,2,4,1,1
Рубин,Россия. Премьер-лига 2020/2021,Леон Мусаев,9.0,296,5,4,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Михаил Меркулов,9.0,632,1,1,0,0,0,0,2,1
Рубин,Россия. Премьер-лига 2020/2021,Дмитрий Тарасов,7.0,152,0,6,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Михаил Костюков,7.0,317,2,4,1,0,1,2,0,0
Рубин,Россия. Премьер-лига 2020/2021,Игорь Коновалов,6.0,199,2,4,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Кирилл Климов,3.0,34,0,3,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2020/2021,Кирилл Косарев,3.0,60,0,3,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2020/2021,Зурико Давиташвили,2.0,77,1,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Павел Могилевец,1.0,9,0,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Всего,,25981,95,95,41,6,26,67,77,8
Рубин,Россия. Бетсити Кубок России 2020/2021,Александр Зуев,2.0,91,0,1,0,0,0,0,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Георгий Зотов,2.0,135,0,1,0,0,0,0,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Дарко Евтич,2.0,114,2,0,0,0,0,0,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Денис Макаров,2.0,120,0,1,2,0,0,2,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Дмитрий Тарасов,2.0,157,0,1,0,0,0,0,1,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Иван Игнатьев,2.0,162,1,0,1,0,0,1,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Илья Самошников,2.0,136,1,0,0,0,0,0,2,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Карл Старфельт,2.0,172,1,0,0,0,0,0,1,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Сильвие Бегич,2.0,180,0,0,0,0,0,0,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Солтмурад Бакаев,2.0,151,1,0,0,0,0,0,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Хван Ин Бом,2.0,180,0,0,1,0,0,1,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Игорь Коновалов,1.0,90,0,0,0,0,0,0,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Кирилл Климов,1.0,9,0,1,0,0,0,0,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Кирилл Косарев,1.0,19,0,1,0,0,0,0,0,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Оливер Абильгор,1.0,90,0,0,0,0,0,0,1,0
Рубин,Россия. Бетсити Кубок России 2020/2021,Всего,,1806,6,6,4,–,–,4,5,–
Рубин,Товарищеские матчи (клубы) 2020/2021,Алан Касаев,1.0,90,0,0,0,0,1,1,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Александр Антонюк,1.0,25,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Алексей Медведев,1.0,61,1,0,1,0,0,1,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Алишер Джалилов,1.0,25,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Бибрас Натхо,1.0,66,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Вальтер Чала,1.0,25,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Вахыт Оразсахедов,1.0,45,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Виталий Калешин,1.0,66,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Владимир Дядюн,1.0,46,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Игорь Портнягин,1.0,30,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Кристиан Ансальди,1.0,66,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Максим Жестоков,1.0,40,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Петр Немов,1.0,90,0,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Роман Шаронов,1.0,46,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Сальваторе Боккетти,1.0,90,0,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Сергей Кисляк,1.0,51,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Соломон Кверквелия,1.0,45,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Всего,,907,7,7,1,–,1,2,–,–
Рубин,Товарищеские матчи (клубы) 2020/2021,Алан Касаев,1.0,90,0,0,0,0,1,1,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Александр Антонюк,1.0,25,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Алексей Медведев,1.0,61,1,0,1,0,0,1,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Алишер Джалилов,1.0,25,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Бибрас Натхо,1.0,66,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Вальтер Чала,1.0,25,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Вахыт Оразсахедов,1.0,45,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Виталий Калешин,1.0,66,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Владимир Дядюн,1.0,46,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Игорь Портнягин,1.0,30,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Кристиан Ансальди,1.0,66,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Максим Жестоков,1.0,40,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Петр Немов,1.0,90,0,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Роман Шаронов,1.0,46,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Сальваторе Боккетти,1.0,90,0,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Сергей Кисляк,1.0,51,1,0,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Соломон Кверквелия,1.0,45,0,1,0,0,0,0,0,0
Рубин,Товарищеские матчи (клубы) 2020/2021,Всего,,907,7,7,1,–,1,2,–,–
Рубин,Россия. Премьер-лига 2020/2021,Карл Старфельт,28.0,2507,1,0,3,0,0,3,1,0
Рубин,Россия. Премьер-лига 2020/2021,Денис Макаров,27.0,1860,9,8,7,0,1,8,7,1
Рубин,Россия. Премьер-лига 2020/2021,Оливер Абильгор,27.0,2411,0,0,0,0,1,1,7,1
Рубин,Россия. Премьер-лига 2020/2021,Солтмурад Бакаев,27.0,1179,16,12,2,0,5,7,4,0
Рубин,Россия. Премьер-лига 2020/2021,Джордже Деспотович,25.0,1905,5,5,13,3,3,16,6,0
Рубин,Россия. Премьер-лига 2020/2021,Дарко Евтич,24.0,1738,10,3,3,0,3,6,3,1
Рубин,Россия. Премьер-лига 2020/2021,Филип Уремович,24.0,1996,2,2,0,0,0,0,8,0
Рубин,Россия. Премьер-лига 2020/2021,Александр Зуев,23.0,1115,9,10,0,0,0,0,7,0
Рубин,Россия. Премьер-лига 2020/2021,Илья Самошников,23.0,1744,2,3,2,0,0,2,6,1
Рубин,Россия. Премьер-лига 2020/2021,Хвича Кварацхелия,23.0,1753,9,3,4,0,4,8,6,0
Рубин,Россия. Премьер-лига 2020/2021,Олег Шатов,20.0,1411,8,4,1,1,3,4,4,0
Рубин,Россия. Премьер-лига 2020/2021,Хван Ин Бом,18.0,1267,4,5,3,0,2,5,3,1
Рубин,Россия. Премьер-лига 2020/2021,Сильвие Бегич,17.0,1362,1,3,0,0,0,0,4,1
Рубин,Россия. Премьер-лига 2020/2021,Георгий Зотов,16.0,1266,1,2,0,0,1,1,6,0
Рубин,Россия. Премьер-лига 2020/2021,Иван Игнатьев,16.0,691,7,8,2,2,2,4,1,1
Рубин,Россия. Премьер-лига 2020/2021,Леон Мусаев,9.0,296,5,4,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Михаил Меркулов,9.0,632,1,1,0,0,0,0,2,1
Рубин,Россия. Премьер-лига 2020/2021,Дмитрий Тарасов,7.0,152,0,6,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Михаил Костюков,7.0,317,2,4,1,0,1,2,0,0
Рубин,Россия. Премьер-лига 2020/2021,Игорь Коновалов,6.0,199,2,4,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Кирилл Климов,3.0,34,0,3,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2020/2021,Кирилл Косарев,3.0,60,0,3,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2020/2021,Зурико Давиташвили,2.0,77,1,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Павел Могилевец,1.0,9,0,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2020/2021,Всего,,25981,95,95,41,6,26,67,77,8
Рубин,Россия. Премьер-лига 2019/2020,Игорь Коновалов,29.0,2466,4,2,1,0,1,2,8,0
Рубин,Россия. Премьер-лига 2019/2020,Хвича Кварацхелия,27.0,1479,6,13,3,0,4,7,4,1
Рубин,Россия. Премьер-лига 2019/2020,Зурико Давиташвили,26.0,1691,9,7,2,0,0,2,5,0
Рубин,Россия. Премьер-лига 2019/2020,Филип Уремович,25.0,2250,0,0,0,0,1,1,12,0
Рубин,Россия. Премьер-лига 2019/2020,Евгений Марков,22.0,854,5,13,5,1,0,5,3,0
Рубин,Россия. Премьер-лига 2019/2020,Вячеслав Подберезкин,21.0,1539,10,2,0,0,2,2,3,1
Рубин,Россия. Премьер-лига 2019/2020,Павел Могилевец,20.0,1359,5,4,0,0,3,3,3,0
Рубин,Россия. Премьер-лига 2019/2020,Олег Данченко,19.0,1607,2,0,0,0,2,2,3,0
Рубин,Россия. Премьер-лига 2019/2020,Александр Зуев,17.0,1436,4,0,0,0,0,0,2,1
Рубин,Россия. Премьер-лига 2019/2020,Видар Кьяртанссон,16.0,970,4,6,1,0,1,2,1,0
Рубин,Россия. Премьер-лига 2019/2020,Егор Сорокин,14.0,1243,0,1,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2019/2020,Константин Плиев,12.0,991,0,1,0,0,0,0,4,0
Рубин,Россия. Премьер-лига 2019/2020,Бека Микелтадзе,11.0,422,2,8,1,0,0,1,2,0
Рубин,Россия. Премьер-лига 2019/2020,Евгений Башкиров,11.0,658,6,3,1,0,1,2,2,1
Рубин,Россия. Премьер-лига 2019/2020,Иван Игнатьев,11.0,861,8,0,1,1,1,2,1,0
Рубин,Россия. Премьер-лига 2019/2020,Оливер Абильгор,11.0,825,3,1,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2019/2020,Дарко Евтич,10.0,586,8,2,0,0,1,1,2,0
Рубин,Россия. Премьер-лига 2019/2020,Карл Старфельт,10.0,900,0,0,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2019/2020,Солтмурад Бакаев,10.0,332,3,7,1,0,0,1,1,0
Рубин,Россия. Премьер-лига 2019/2020,Данил Степанов,9.0,678,0,2,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2019/2020,Денис Макаров,9.0,426,4,4,2,0,0,2,0,1
Рубин,Россия. Премьер-лига 2019/2020,Пабло,9.0,783,2,0,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2019/2020,Виталий Денисов,8.0,599,1,1,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2019/2020,Александр Ташаев,7.0,571,3,0,0,0,0,0,3,0
Рубин,Россия. Премьер-лига 2019/2020,Николай Поярков,7.0,541,1,1,0,0,0,0,1,0
Рубин,Россия. Премьер-лига 2019/2020,Илья Самошников,6.0,473,0,1,0,0,0,0,4,0
Рубин,Россия. Премьер-лига 2019/2020,Дмитрий Тарасов,4.0,71,0,4,0,0,0,0,2,0
Рубин,Россия. Премьер-лига 2019/2020,Камиль Закиров,3.0,87,1,2,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2019/2020,Никита Макаров,3.0,134,0,2,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2019/2020,Николай Кипиани,3.0,46,0,3,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2019/2020,Роман Акбашев,1.0,15,0,1,0,0,0,0,0,0
Рубин,Россия. Премьер-лига 2019/2020,Всего,,26893,91,91,18,2,17,35,80,5
Рубин,Россия. Премьер-лига 2018/2019,Дмитрий Полоз,27.0,1864,15,4,5,1,1,6,0,0
Рубин,Россия. Премьер-лига 2018/2019,Егор Сорокин,27.0,1996,0,6,6,0,0,6,3,1
